Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;Valor;Valor_USD
Casa;Casa en venta en Usaquén;4;3;189;Usaquén;650000000.0;168350.17
Apartamento;Apartamento en venta en Suba;4;6;350;Suba;1300000000.0;336700.34
Casa;Casa en venta en Kennedy;7;3;216;Kennedy;300000000.0;77700.08
Apartamento;Apartamento en venta en Chapinero;2;1;47;Chapinero;290000000.0;75110.08
Apartamento;Apartamento en venta en Teusaquillo;1;1;43;Teusaquillo;210000000.0;54390.05
Apartamento;Apartamento en venta en San Cristobal;3;1;45;San Cristobal;125000000.0;32375.03
Apartamento;Apartamento en venta en Eduardo Santos;3;2;66;Eduardo Santos;440000000.0;113960.11
Casa;Casa en venta en Engativa;9;6;319;Engativa;600000000.0;155400.16
Apartamento;Apartamento en venta en Engativa;3;1;48;Engativa;175000000.0;45325.05
Casa;Casa en venta en Venecia;7;4;320;Venecia;900000000.0;233100.23
Apartamento;Apartamento en venta en Kennedy;2;1;43;Kennedy;125000000.0;32375.03
Casa;Casa en venta en Santa Fe;5;4;233;Santa Fe;1200000000.0;310800.31
Apartamento;Apartamento en venta en Kennedy;2;1;40;Kennedy;145000000.0;37555.04
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;42;Rafael Uribe Uribe;130000000.0;33670.03
Casa;Casa en venta en Puente Aranda;5;5;234;Puente Aranda;500000000.0;129500.13
Apartamento;Apartamento en venta en Ciudad Bolívar;3;1;50;Ciudad Bolívar;200000000.0;51800.05
Apartamento;Apartamento en venta en Chapinero;3;3;100;Chapinero;590000000.0;152810.15
Apartamento;Apartamento en venta en Kennedy;3;2;76;Kennedy;400000000.0;103600.1
Apartamento;Apartamento en venta en Parque Central Bavaria;1;1;52;Parque Central Bavaria;365000000.0;94535.09
Apartamento;Apartamento en venta en Kennedy;3;1;48;Kennedy;130000000.0;33670.03
Casa;Casa en venta en Las Delicias;7;4;280;Las Delicias;550000000.0;142450.14
Casa;Casa en venta en Kennedy;4;2;132;Kennedy;185000000.0;47915.05
Casa;Casa en venta en Suba;4;3;205;Suba;1100000000.0;284900.28
Casa;Casa en venta en Bosa;6;3;72;Bosa;430000000.0;111370.11
Casa;Casa en venta en Bosa;5;3;240;Bosa;375000000.0;97125.1
Apartamento;Apartamento en venta en Bosa;2;1;37;Bosa;110000000.0;28490.03
Apartamento;Apartamento en venta en Bosa;4;1;54;Bosa;150000000.0;38850.04
Casa;Casa en venta en Kennedy;3;2;115;Kennedy;560000000.0;145040.15
Apartamento;Apartamento en venta en Chapinero Central;2;2;92;Chapinero Central;468000000.0;121212.12
Apartamento;Apartamento en venta en Bosa;3;1;46;Bosa;130000000.0;33670.03
Casa;Casa en venta en Suba;4;6;310;Suba;1950000000.0;505050.51
Casa;Casa en venta en Antonio Nariño;4;3;176;Antonio Nariño;668000000.0;173012.17
Casa;Casa en venta en Kennedy;4;3;70;Kennedy;180000000.0;46620.05
Apartamento;Apartamento en venta en Marly;1;2;48;Marly;400000000.0;103600.1
Apartamento;Apartamento en venta en Villemar;7;5;154;Villemar;700000000.0;181300.18
Casa;Casa en venta en Engativa;4;2;63;Engativa;200000000.0;51800.05
Casa;Casa en venta en Kennedy;4;3;77;Kennedy;340000000.0;88060.09
Casa;Casa en venta en Suba;3;3;73;Suba;349000000.0;90391.09
Casa;Casa en venta en Barrios Unidos;3;3;355;Barrios Unidos;850000000.0;220150.22
Casa;Casa en venta en Antonio Nariño;3;3;120;Antonio Nariño;550000000.0;142450.14
Casa;Casa en venta en Suba;16;7;392;Suba;1300000000.0;336700.34
Apartamento;Apartamento en venta en El Castillo;3;2;47;El Castillo;150000000.0;38850.04
Casa;Casa en venta en Villas De Granada;4;3;193;Villas De Granada;350000000.0;90650.09
Casa;Casa en venta en San Cristobal;4;4;123;San Cristobal;500000000.0;129500.13
Apartamento;Apartamento en venta en Kennedy;3;1;44;Kennedy;145000000.0;37555.04
Casa;Casa en venta en Kennedy;13;7;320;Kennedy;600000000.0;155400.16
Apartamento;Apartamento en venta en Santa Barbara;2;2;89;Santa Barbara;470000000.0;121730.12
Apartamento;Apartamento en venta en Santa Barbara;2;2;130;Santa Barbara;600000000.0;155400.16
Casa;Casa en venta en Fontibón;4;2;120;Fontibón;320000000.0;82880.08
Apartamento;Apartamento en venta en Modelia;4;3;120;Modelia;700000000.0;181300.18
Apartamento;Apartamento en venta en Las Nieves;1;1;16;Las Nieves;180000000.0;46620.05
Apartamento;Apartamento en venta en Santa Barbara;3;3;130;Santa Barbara;850000000.0;220150.22
Apartamento;Apartamento en venta en Fontibón;2;1;49;Fontibón;155000000.0;40145.04
Apartamento;Apartamento en venta en Teusaquillo;1;1;26;Teusaquillo;164000000.0;42476.04
Apartamento;Apartamento en venta en Cedritos;1;2;69;Cedritos;490000000.0;126910.13
Casa;Casa en venta en Madelena;4;2;130;Madelena;410000000.0;106190.11
Casa;Casa en venta en Antonio Nariño;10;6;231;Antonio Nariño;750000000.0;194250.19
Apartamento;Apartamento en venta en Bosa;3;1;55;Bosa;130000000.0;33670.03
Apartamento;Apartamento en venta en Nicolas De Federman;3;3;122;Nicolas De Federman;550000000.0;142450.14
Apartamento;Apartamento en venta en Suba;2;1;46;Suba;177600000.0;45998.45
Apartamento;Apartamento en venta en Chico Reservado;2;2;80;Chico Reservado;560000000.0;145040.15
Apartamento;Apartamento en venta en Chico Reservado;3;4;139;Chico Reservado;780000000.0;202020.2
Apartamento;Apartamento en venta en Usaquén;3;2;72;Usaquén;380000000.0;98420.1
Apartamento;Apartamento en venta en Suba;3;2;90;Suba;160000000.0;41440.04
Casa;Casa en venta en Usaquén;10;7;400;Usaquén;1700000000.0;440300.44
Apartamento;Apartamento en venta en Chico Reservado;3;3;177;Chico Reservado;1050000000.0;271950.27
Casa;Casa en venta en Suba;5;3;128;Suba;650000000.0;168350.17
Apartamento;Apartamento en venta en Suba;3;1;47;Suba;170000000.0;44030.04
Apartamento;Apartamento en venta en Chico Reservado;4;5;255;Chico Reservado;1301265000.0;337027.97
Apartamento;Apartamento en venta en Lagos De Cordoba;4;2;99;Lagos De Cordoba;1200000000.0;310800.31
Apartamento;Apartamento en venta en Ciudad Bolívar;3;2;55;Ciudad Bolívar;155000000.0;40145.04
Apartamento;Apartamento en venta en Ciudad Bolívar;3;2;56;Ciudad Bolívar;185000000.0;47915.05
Apartamento;Apartamento en venta en Ciudad Bolívar;3;2;64;Ciudad Bolívar;190000000.0;49210.05
Apartamento;Apartamento en venta en Fontibón;3;2;54;Fontibón;200000000.0;51800.05
Apartamento;Apartamento en venta en Las Nieves;1;1;19;Las Nieves;190000000.0;49210.05
Casa;Casa en venta en Kennedy;6;5;320;Kennedy;500000000.0;129500.13
Casa;Casa en venta en Ciudad Bolívar;2;1;50;Ciudad Bolívar;170000000.0;44030.04
Apartamento;Apartamento en venta en Fontibón;2;1;53;Fontibón;155000000.0;40145.04
Apartamento;Apartamento en venta en Las Nieves;1;1;19;Las Nieves;180000000.0;46620.05
Casa;Casa en venta en Quirigua;3;3;72;Quirigua;230000000.0;59570.06
Apartamento;Apartamento en venta en Barrios Unidos;1;1;45;Barrios Unidos;380000000.0;98420.1
Casa;Casa en venta en Engativa;4;2;96;Engativa;280000000.0;72520.07
Casa;Casa en venta en Quirigua;5;2;100;Quirigua;320000000.0;82880.08
Casa;Casa en venta en Suba;3;2;105;Suba;320000000.0;82880.08
Casa;Casa en venta en Suba;2;4;180;Suba;1170000000.0;303030.3
Apartamento;Apartamento en venta en San Luis;5;3;114;San Luis;450000000.0;116550.12
Casa;Casa en venta en Cedritos;3;4;181;Cedritos;650000000.0;168350.17
Casa;Casa en venta en Bosa;9;8;117;Bosa;800000000.0;207200.21
Apartamento;Apartamento en venta en Villemar;3;2;55;Villemar;245000000.0;63455.06
Apartamento;Apartamento en venta en Bella Suiza;3;3;169;Bella Suiza;1100000000.0;284900.28
Apartamento;Apartamento en venta en Usaquén;3;3;110;Usaquén;850000000.0;220150.22
Casa;Casa en venta en Engativa;4;3;160;Engativa;540000000.0;139860.14
Apartamento;Apartamento en venta en Suba;1;1;39;Suba;210000000.0;54390.05
Apartamento;Apartamento en venta en Suba;1;1;37;Suba;225000000.0;58275.06
Apartamento;Apartamento en venta en Santa Barbara;2;2;66;Santa Barbara;350000000.0;90650.09
Apartamento;Apartamento en venta en Suba;2;1;38;Suba;210000000.0;54390.05
Casa;Casa en venta en Suba;4;2;117;Suba;310000000.0;80290.08
Casa;Casa en venta en Suba;2;2;67;Suba;225000000.0;58275.06
Apartamento;Apartamento en venta en Bosa;3;2;52;Bosa;160000000.0;41440.04
Apartamento;Apartamento en venta en Fontibón;3;2;57;Fontibón;170000000.0;44030.04
Casa;Casa en venta en Suba;6;3;223;Suba;500000000.0;129500.13
Casa;Casa en venta en Suba;6;4;83;Suba;400000000.0;103600.1
Apartamento;Apartamento en venta en Kennedy;2;1;28;Kennedy;110000000.0;28490.03
Casa;Casa en venta en Suba;4;4;129;Suba;550000000.0;142450.14
Apartamento;Apartamento en venta en Usaquén;3;2;102;Usaquén;510000000.0;132090.13
Casa;Casa en venta en Usaquén;5;4;320;Usaquén;950000000.0;246050.25
Casa;Casa en venta en Usaquén;3;3;240;Usaquén;890000000.0;230510.23
Apartamento;Apartamento en venta en Santa Barbara;3;2;93;Santa Barbara;720000000.0;186480.19
Casa;Casa en venta en Rafael Uribe Uribe;4;2;176;Rafael Uribe Uribe;480000000.0;124320.12
Apartamento;Apartamento en venta en Kennedy;3;2;50;Kennedy;169000000.0;43771.04
Casa;Casa en venta en Kennedy;4;1;85;Kennedy;378000000.0;97902.1
Apartamento;Apartamento en venta en Usaquén;3;2;60;Usaquén;290000000.0;75110.08
Casa;Casa en venta en Suba;4;2;100;Suba;355000000.0;91945.09
Casa;Casa en venta en Kennedy;7;4;132;Kennedy;550000000.0;142450.14
Apartamento;Apartamento en venta en Santa Fe;2;1;50;Santa Fe;170000000.0;44030.04
Apartamento;Apartamento en venta en El Castillo;3;2;90;El Castillo;600000000.0;155400.16
Casa;Casa en venta en Suba;3;1;57;Suba;200000000.0;51800.05
Apartamento;Apartamento en venta en Usaquén;2;2;89;Usaquén;630000000.0;163170.16
Casa;Casa en venta en Costa Azul;4;3;120;Costa Azul;285000000.0;73815.07
Casa;Casa en venta en Engativa;4;4;270;Engativa;520000000.0;134680.13
Apartamento;Apartamento en venta en Suba;3;1;59;Suba;170000000.0;44030.04
Apartamento;Apartamento en venta en Colina Campestre;3;3;120;Colina Campestre;560000000.0;145040.15
Apartamento;Apartamento en venta en Engativa;3;2;62;Engativa;410000000.0;106190.11
Casa;Casa en venta en Puente Aranda;6;4;300;Puente Aranda;800000000.0;207200.21
Apartamento;Apartamento en venta en Kennedy;3;2;51;Kennedy;175000000.0;45325.05
Apartamento;Apartamento en venta en Suba;3;2;74;Suba;270000000.0;69930.07
Apartamento;Apartamento en venta en Suba;2;1;45;Suba;140000000.0;36260.04
Apartamento;Apartamento en venta en Usaquén;3;3;135;Usaquén;1000000000.0;259000.26
Apartamento;Apartamento en venta en Bosa;3;1;45;Bosa;120000000.0;31080.03
Apartamento;Apartamento en venta en Usaquén;2;2;74;Usaquén;478900000.0;124035.22
Apartamento;Apartamento en venta en Turingia;3;2;72;Turingia;260000000.0;67340.07
Apartamento;Apartamento en venta en Bella Suiza;3;3;121;Bella Suiza;650000000.0;168350.17
Apartamento;Apartamento en venta en Chico Reservado;5;5;450;Chico Reservado;2600000000.0;673400.67
Apartamento;Apartamento en venta en Suba;3;2;52;Suba;170000000.0;44030.04
Apartamento;Apartamento en venta en San Patricio;1;1;54;San Patricio;420000000.0;108780.11
Casa;Casa en venta en Suba;3;4;167;Suba;700000000.0;181300.18
Apartamento;Apartamento en venta en Kennedy;3;1;50;Kennedy;170000000.0;44030.04
Casa;Casa en venta en Kennedy;4;3;132;Kennedy;385000000.0;99715.1
Apartamento;Apartamento en venta en Suba;3;2;93;Suba;530000000.0;137270.14
Casa;Casa en venta en Chapinero;4;3;405;Chapinero;1300000000.0;336700.34
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;45;Rafael Uribe Uribe;160000000.0;41440.04
Casa;Casa en venta en Suba;3;3;84;Suba;580000000.0;150220.15
Casa;Casa en venta en Suba;4;4;243;Suba;820000000.0;212380.21
Apartamento;Apartamento en venta en Verbenal;2;1;38;Verbenal;180000000.0;46620.05
Casa;Casa en venta en Cedritos;4;5;516;Cedritos;2350000000.0;608650.61
Casa;Casa en venta en Suba;9;7;900;Suba;948000000.0;245532.25
Apartamento;Apartamento en venta en Suba;3;2;56;Suba;260000000.0;67340.07
Apartamento;Apartamento en venta en Cedritos;3;2;76;Cedritos;360000000.0;93240.09
Casa;Casa en venta en Suba;4;3;84;Suba;385000000.0;99715.1
Apartamento;Apartamento en venta en Verbenal;2;2;48;Verbenal;250000000.0;64750.06
Apartamento;Apartamento en venta en Suba;3;1;56;Suba;165000000.0;42735.04
Apartamento;Apartamento en venta en Chico Reservado;1;1;37;Chico Reservado;308000000.0;79772.08
Apartamento;Apartamento en venta en La Candelaria;1;1;43;La Candelaria;330000000.0;85470.09
Apartamento;Apartamento en venta en Kennedy;1;1;40;Kennedy;128000000.0;33152.03
Apartamento;Apartamento en venta en Chico Reservado;3;4;121;Chico Reservado;850000000.0;220150.22
Apartamento;Apartamento en venta en Engativa;3;2;48;Engativa;153500000.0;39756.54
Apartamento;Apartamento en venta en Chapinero;4;3;123;Chapinero;450000000.0;116550.12
Apartamento;Apartamento en venta en Suba;3;2;80;Suba;530000000.0;137270.14
Apartamento;Apartamento en venta en Suba;4;3;105;Suba;520000000.0;134680.13
Apartamento;Apartamento en venta en Usaquén;3;2;77;Usaquén;400000000.0;103600.1
Casa;Casa en venta en Puente Aranda;6;3;222;Puente Aranda;600000000.0;155400.16
Apartamento;Apartamento en venta en Usaquén;5;5;400;Usaquén;3500000000.0;906500.91
Apartamento;Apartamento en venta en Usaquén;4;3;102;Usaquén;400000000.0;103600.1
Apartamento;Apartamento en venta en Engativa;3;2;60;Engativa;300000000.0;77700.08
Apartamento;Apartamento en venta en Chico Norte;2;2;117;Chico Norte;850000000.0;220150.22
Casa;Casa en venta en Kennedy;4;2;144;Kennedy;500000000.0;129500.13
Casa;Casa en venta en Kennedy;5;3;195;Kennedy;350000000.0;90650.09
Casa;Casa en venta en Los Mártires;8;2;339;Los Mártires;750000000.0;194250.19
Casa;Casa en venta en Kennedy;7;6;324;Kennedy;450000000.0;116550.12
Casa;Casa en venta en Engativa;5;5;204;Engativa;670000000.0;173530.17
Apartamento;Apartamento en venta en Kennedy;3;1;68;Kennedy;270000000.0;69930.07
Apartamento;Apartamento en venta en Gran Granada;3;1;52;Gran Granada;180000000.0;46620.05
Casa;Casa en venta en Kennedy;6;4;298;Kennedy;450000000.0;116550.12
Casa;Casa en venta en Quiroga;6;4;100;Quiroga;550000000.0;142450.14
Apartamento;Apartamento en venta en Suba;3;2;65;Suba;250000000.0;64750.06
Apartamento;Apartamento en venta en Teusaquillo;2;2;83;Teusaquillo;530000000.0;137270.14
Apartamento;Apartamento en venta en El Tunal;2;1;41;El Tunal;160000000.0;41440.04
Casa;Casa en venta en Kennedy;6;3;190;Kennedy;400000000.0;103600.1
Apartamento;Apartamento en venta en Fontibón;3;2;69;Fontibón;290000000.0;75110.08
Apartamento;Apartamento en venta en Fontibón;2;1;48;Fontibón;245000000.0;63455.06
Apartamento;Apartamento en venta en Suba;3;4;148;Suba;685000000.0;177415.18
Apartamento;Apartamento en venta en Antonio Nariño;2;1;32;Antonio Nariño;180000000.0;46620.05
Apartamento;Apartamento en venta en Usaquén;2;3;80;Usaquén;450000000.0;116550.12
Casa;Casa en venta en Kennedy;3;1;72;Kennedy;230000000.0;59570.06
Casa;Casa en venta en Suba;12;8;290;Suba;550000000.0;142450.14
Casa;Casa en venta en Bosa;10;6;280;Bosa;560000000.0;145040.15
Apartamento;Apartamento en venta en Bosa;2;1;50;Bosa;120000000.0;31080.03
Apartamento;Apartamento en venta en Usaquén;3;2;57;Usaquén;220000000.0;56980.06
Casa;Casa en venta en Tunjuelito;5;3;192;Tunjuelito;420000000.0;108780.11
Casa;Casa en venta en Usaquén;11;6;250;Usaquén;450000000.0;116550.12
Casa;Casa en venta en Teusaquillo;4;3;204;Teusaquillo;1300000000.0;336700.34
Casa;Casa en venta en Chico Reservado;4;3;160;Chico Reservado;1300000000.0;336700.34
Apartamento;Apartamento en venta en Suba;2;2;56;Suba;200000000.0;51800.05
Casa;Casa en venta en Kennedy;5;4;320;Kennedy;680000000.0;176120.18
Apartamento;Apartamento en venta en Kennedy;3;2;51;Kennedy;155000000.0;40145.04
Apartamento;Apartamento en venta en Las Nieves;6;3;110;Las Nieves;400000000.0;103600.1
Apartamento;Apartamento en venta en Engativa;4;2;100;Engativa;320000000.0;82880.08
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;48;Rafael Uribe Uribe;140000000.0;36260.04
Casa;Casa en venta en Rafael Uribe Uribe;9;5;126;Rafael Uribe Uribe;450000000.0;116550.12
Apartamento;Apartamento en venta en Chapinero;3;4;165;Chapinero;1300000000.0;336700.34
Apartamento;Apartamento en venta en Chico Reservado;3;3;260;Chico Reservado;820000000.0;212380.21
Apartamento;Apartamento en venta en Suba;3;2;75;Suba;350000000.0;90650.09
Apartamento;Apartamento en venta en Barrios Unidos;3;2;77;Barrios Unidos;530000000.0;137270.14
Casa;Casa en venta en Kennedy;4;4;193;Kennedy;600000000.0;155400.16
Apartamento;Apartamento en venta en Suba;6;4;244;Suba;710000000.0;183890.18
Apartamento;Apartamento en venta en Kennedy;3;1;52;Kennedy;168000000.0;43512.04
Apartamento;Apartamento en venta en Engativa;3;2;73;Engativa;280000000.0;72520.07
Casa;Casa en venta en Barrios Unidos;4;3;110;Barrios Unidos;520000000.0;134680.13
Apartamento;Apartamento en venta en Chapinero;3;4;240;Chapinero;1400000000.0;362600.36
Apartamento;Apartamento en venta en Pinar De Suba;3;2;77;Pinar De Suba;250000000.0;64750.06
Casa;Casa en venta en Puente Aranda;15;0;450;Puente Aranda;1000000000.0;259000.26
Casa;Casa en venta en Suba;5;5;88;Suba;600000000.0;155400.16
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;45;Rafael Uribe Uribe;130000000.0;33670.03
Apartamento;Apartamento en venta en Ciudad Bolívar;2;1;40;Ciudad Bolívar;120000000.0;31080.03
Casa;Casa en venta en Rafael Uribe Uribe;7;2;140;Rafael Uribe Uribe;460000000.0;119140.12
Casa;Casa en venta en Restrepo;4;4;208;Restrepo;620000000.0;160580.16
Apartamento;Apartamento en venta en Los Rosales;1;2;142;Los Rosales;1050000000.0;271950.27
Apartamento;Apartamento en venta en Fontibón;3;2;64;Fontibón;240000000.0;62160.06
Apartamento;Apartamento en venta en Bosa;3;2;51;Bosa;135000000.0;34965.03
Casa;Casa en venta en Bosa;2;2;72;Bosa;120000000.0;31080.03
Apartamento;Apartamento en venta en Teusaquillo;4;2;130;Teusaquillo;1120000000.0;290080.29
Casa;Casa en venta en Usme;3;2;110;Usme;245000000.0;63455.06
Casa;Casa en venta en Suba;5;4;180;Suba;785000000.0;203315.2
Casa;Casa en venta en Kennedy;9;4;240;Kennedy;700000000.0;181300.18
Casa;Casa en venta en Fontibón;1;4;395;Fontibón;1000000000.0;259000.26
Casa;Casa en venta en Suba;4;5;300;Suba;1200000000.0;310800.31
Casa;Casa en venta en Fontibón;6;4;182;Fontibón;550000000.0;142450.14
Apartamento;Apartamento en venta en Teusaquillo;3;2;102;Teusaquillo;730000000.0;189070.19
Apartamento;Apartamento en venta en Usaquén;3;3;144;Usaquén;800000000.0;207200.21
Casa;Casa en venta en Suba;6;6;240;Suba;660000000.0;170940.17
Apartamento;Apartamento en venta en Cedritos;3;3;88;Cedritos;380000000.0;98420.1
Casa;Casa en venta en Suba;6;1;70;Suba;600000000.0;155400.16
Casa;Casa en venta en Engativa;7;3;165;Engativa;480000000.0;124320.12
Apartamento;Apartamento en venta en Puente Largo;3;3;100;Puente Largo;485000000.0;125615.13
Apartamento;Apartamento en venta en Usaquén;1;1;47;Usaquén;385000000.0;99715.1
Apartamento;Apartamento en venta en Suba;3;3;110;Suba;500000000.0;129500.13
Apartamento;Apartamento en venta en Chapinero;5;4;250;Chapinero;1600000000.0;414400.41
Apartamento;Apartamento en venta en Usaquén;2;2;45;Usaquén;309000000.0;80031.08
Apartamento;Apartamento en venta en Gran Granada;4;2;71;Gran Granada;260000000.0;67340.07
Casa;Casa en venta en Engativa;6;4;300;Engativa;1300000000.0;336700.34
Apartamento;Apartamento en venta en Engativa;3;2;83;Engativa;340000000.0;88060.09
Casa;Casa en venta en Engativa;4;3;155;Engativa;400000000.0;103600.1
Casa;Casa en venta en Fontibón;6;3;160;Fontibón;590000000.0;152810.15
Casa;Casa en venta en Cedritos;5;3;220;Cedritos;1200000000.0;310800.31
Casa;Casa en venta en Cedritos;4;4;180;Cedritos;550000000.0;142450.14
Casa;Casa en venta en Engativa;4;5;200;Engativa;680000000.0;176120.18
Apartamento;Apartamento en venta en Colina Campestre;3;2;71;Colina Campestre;330000000.0;85470.09
Apartamento;Apartamento en venta en Verbenal;2;1;48;Verbenal;240000000.0;62160.06
Casa;Casa en venta en Modelia;4;4;212;Modelia;1200000000.0;310800.31
Apartamento;Apartamento en venta en Verbenal;2;2;48;Verbenal;240000000.0;62160.06
Apartamento;Apartamento en venta en Sotavento;3;2;67;Sotavento;310000000.0;80290.08
Casa;Casa en venta en Bosa;11;4;200;Bosa;430000000.0;111370.11
Apartamento;Apartamento en venta en Usaquén;3;2;53;Usaquén;198000000.0;51282.05
Apartamento;Apartamento en venta en Usaquén;2;1;38;Usaquén;120000000.0;31080.03
Casa;Casa en venta en Engativa;7;6;295;Engativa;750000000.0;194250.19
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;46;Rafael Uribe Uribe;155000000.0;40145.04
Apartamento;Apartamento en venta en Usaquén;3;5;320;Usaquén;1820000000.0;471380.47
Apartamento;Apartamento en venta en Suba;3;2;94;Suba;420000000.0;108780.11
Apartamento;Apartamento en venta en Teusaquillo;3;3;145;Teusaquillo;900000000.0;233100.23
Apartamento;Apartamento en venta en Gran Granada;3;2;85;Gran Granada;370000000.0;95830.1
Apartamento;Apartamento en venta en Usaquén;2;1;52;Usaquén;230000000.0;59570.06
Apartamento;Apartamento en venta en Usaquén;3;2;92;Usaquén;480000000.0;124320.12
Apartamento;Apartamento en venta en Nueva Autopista;1;2;75;Nueva Autopista;450000000.0;116550.12
Apartamento;Apartamento en venta en Usaquén;2;2;76;Usaquén;380000000.0;98420.1
Apartamento;Apartamento en venta en Suba;3;2;74;Suba;370000000.0;95830.1
Apartamento;Apartamento en venta en Suba;2;1;56;Suba;210000000.0;54390.05
Apartamento;Apartamento en venta en Ciudad Salitre;3;3;103;Ciudad Salitre;850000000.0;220150.22
Apartamento;Apartamento en venta en Santa Barbara;2;2;66;Santa Barbara;340000000.0;88060.09
Apartamento;Apartamento en venta en Barrancas;3;2;75;Barrancas;420000000.0;108780.11
Apartamento;Apartamento en venta en Fontibón;3;2;91;Fontibón;497000000.0;128723.13
Casa;Casa en venta en Engativa;2;1;138;Engativa;340000000.0;88060.09
Apartamento;Apartamento en venta en Suba;2;1;46;Suba;174999999.0;45325.05
Apartamento;Apartamento en venta en Usaquén;1;1;50;Usaquén;430000000.0;111370.11
Casa;Casa en venta en Teusaquillo;6;4;500;Teusaquillo;1300000000.0;336700.34
Casa;Casa en venta en Bosa;4;2;140;Bosa;300000000.0;77700.08
Apartamento;Apartamento en venta en Quinta Paredes;3;2;79;Quinta Paredes;430000000.0;111370.11
Casa;Casa en venta en Bosa;5;2;183;Bosa;300000000.0;77700.08
Casa;Casa en venta en Engativa;4;4;219;Engativa;850000000.0;220150.22
Casa;Casa en venta en Engativa;9;6;72;Engativa;900000000.0;233100.23
Casa;Casa en venta en Bosa;4;3;221;Bosa;420000000.0;108780.11
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;120000000.0;31080.03
Apartamento;Apartamento en venta en Usaquén;3;5;195;Usaquén;1000000000.0;259000.26
Casa;Casa en venta en Castilla;4;3;540;Castilla;850000000.0;220150.22
Casa;Casa en venta en Barrios Unidos;4;3;50;Barrios Unidos;690000000.0;178710.18
Apartamento;Apartamento en venta en Bosa;5;3;140;Bosa;250000000.0;64750.06
Casa;Casa en venta en Teusaquillo;9;8;250;Teusaquillo;1250000000.0;323750.32
Apartamento;Apartamento en venta en Usaquén;1;2;40;Usaquén;198000000.0;51282.05
Apartamento;Apartamento en venta en Suba;3;4;140;Suba;999000000.0;258741.26
Apartamento;Apartamento en venta en Engativa;3;1;49;Engativa;240000000.0;62160.06
Casa;Casa en venta en Niza;10;8;300;Niza;1200000000.0;310800.31
Apartamento;Apartamento en venta en Bosa;3;2;48;Bosa;125000000.0;32375.03
Casa;Casa en venta en Bosa;3;2;132;Bosa;380000000.0;98420.1
Apartamento;Apartamento en venta en Engativa;2;1;42;Engativa;250000000.0;64750.06
Casa;Casa en venta en Tunjuelito;9;4;313;Tunjuelito;485000000.0;125615.13
Apartamento;Apartamento en venta en Tunjuelito;2;2;44;Tunjuelito;159000000.0;41181.04
Apartamento;Apartamento en venta en Antonio Nariño;2;1;50;Antonio Nariño;135000000.0;34965.03
Apartamento;Apartamento en venta en Cedritos;1;2;54;Cedritos;302800000.0;78425.28
Apartamento;Apartamento en venta en Teusaquillo;2;2;75;Teusaquillo;370000000.0;95830.1
Apartamento;Apartamento en venta en La Soledad ;2;1;92;La Soledad ;379000000.0;98161.1
Apartamento;Apartamento en venta en Suba;3;2;115;Suba;465000000.0;120435.12
Casa;Casa en venta en Suba;10;4;364;Suba;720000000.0;186480.19
Apartamento;Apartamento en venta en Suba;3;2;94;Suba;515000000.0;133385.13
Apartamento;Apartamento en venta en Barrios Unidos;3;3;120;Barrios Unidos;640000000.0;165760.17
Oficina/Consultorio;Oficina/Consultorio en venta en Barrios Unidos;1;1;43;Barrios Unidos;275000000.0;71225.07
Apartamento;Apartamento en venta en San Diego;1;1;36;San Diego;195000000.0;50505.05
Apartamento;Apartamento en venta en Kennedy;2;2;44;Kennedy;165000000.0;42735.04
Apartamento;Apartamento en venta en Las Aguas;3;1;114;Las Aguas;410000000.0;106190.11
Apartamento;Apartamento en venta en San Diego;1;1;30;San Diego;300000000.0;77700.08
Casa;Casa en venta en Chapinero;2;4;77;Chapinero;650000000.0;168350.17
Casa;Casa en venta en Zona Noroccidental;3;3;124;Zona Noroccidental;635000000.0;164465.16
Apartamento;Apartamento en venta en Santa Barbara;2;2;89;Santa Barbara;550000000.0;142450.14
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;50;Zona Noroccidental;140000000.0;36260.04
Casa;Casa en venta en Zona Noroccidental;4;2;110;Zona Noroccidental;230000000.0;59570.06
Casa;Casa en venta en Santa Librada;9;6;340;Santa Librada;445000000.0;115255.12
Apartamento;Apartamento en venta en Puente Aranda;3;2;67;Puente Aranda;270000000.0;69930.07
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;56;Zona Noroccidental;150000000.0;38850.04
Apartamento;Apartamento en venta en Madelena;2;1;39;Madelena;160000000.0;41440.04
Apartamento;Apartamento en venta en Cedritos;2;2;69;Cedritos;440000000.0;113960.11
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;63;Zona Noroccidental;285000000.0;73815.07
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;60;Zona Noroccidental;250000000.0;64750.06
Apartamento;Apartamento en venta en San Patricio;2;2;75;San Patricio;600000000.0;155400.16
Apartamento;Apartamento en venta en Engativa;3;2;90;Engativa;320000000.0;82880.08
